Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
A3LY18	LCL2_PICST	reviewed	Long chronological lifespan protein 2	LCL2 PICST_48963	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LCL2		PICST_48963
A3LZ54	MED14_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)	RGR1 MED14 PICST_63118	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RGR1		PICST_63118
A3LU29	NOP16_PICST	reviewed	Nucleolar protein 16	NOP16 PICST_77674	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NOP16		PICST_77674
A3LQ06	NSA2_PICST	reviewed	Ribosome biogenesis protein NSA2	NSA2 PICST_70383	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NSA2		PICST_70383
A3LYR2	NAR1_PICST	reviewed	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)	NAR1 PICST_33268	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NAR1		PICST_33268
A3GFS1	NPL4_PICST	reviewed	Nuclear protein localization protein 4	NPL4 PICST_80363	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NPL4		PICST_80363
O13309	ADH2_PICST	reviewed	Alcohol dehydrogenase 2 (EC 1.1.1.1) (ADH 1) (Alcohol dehydrogenase II)	ADH2 ADH1 PICST_27980	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ADH2		PICST_27980
A3GEW8	GEP3_PICST	reviewed	Genetic interactor of prohibitins 3, mitochondrial (Found in mitochondrial proteome protein 38)	GEP3 FMP48 PICST_28031	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GEP3		PICST_28031
A3GGE8	MED20_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	SRB2 MED20 PICST_34349	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SRB2		PICST_34349
A3GH91	DBP5_PICST	reviewed	ATP-dependent RNA helicase DBP5 (EC 3.6.4.13)	DBP5 PICST_53355	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DBP5		PICST_53355
A3LY88	MED16_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	SIN4 MED16 PICST_48926 PICST_61313	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SIN4		PICST_48926 PICST_61313
A3LQ10	MED6_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6 PICST_55363	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MED6		PICST_55363
A3LN78	MGR1_PICST	reviewed	Mitochondrial genome required protein 1	MGR1 PICST_40521	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MGR1		PICST_40521
A3LYV8	NPR3_PICST	reviewed	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	NPR3 RMD11 PICST_63276	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NPR3		PICST_63276
A3LSY7	MCA1_PICST	reviewed	Metacaspase-1 (EC 3.4.22.-)	MCA1 PICST_83452	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MCA1		PICST_83452
A3GEV2	MCES_PICST	reviewed	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase)	ABD1 PICST_66228	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ABD1		PICST_66228
A3LSB6	FM522_PICST	reviewed	Protein FMP52-2, mitochondrial	FMP522 PICST_57883	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FMP522		PICST_57883
A3GHA4	LOC1_PICST	reviewed	60S ribosomal subunit assembly/export protein LOC1	LOC1 PICST_75521	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LOC1		PICST_75521
A3LN86	PAN1_PICST	reviewed	Actin cytoskeleton-regulatory complex protein PAN1	PAN1 PICST_55255	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PAN1		PICST_55255
A3LX85	ATG3_PICST	reviewed	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 PICST_36624	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATG3		PICST_36624
A3LPS6	GET2_PICST	reviewed	Golgi to ER traffic protein 2	GET2 PICST_81524	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GET2		PICST_81524
A3LSW7	MMM1_PICST	reviewed	Maintenance of mitochondrial morphology protein 1	MMM1 PICST_59052	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MMM1		PICST_59052
A3LW52	OCA1_PICST	reviewed	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48)	OCA1 PICST_46361	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	OCA1		PICST_46361
A3LQL9	PAN3_PICST	reviewed	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 PICST_76360	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PAN3		PICST_76360
A3LRV8	PAN2_PICST	reviewed	PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2)	PAN2 PICST_88597	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PAN2		PICST_88597
A3LV40	DBP9_PICST	reviewed	ATP-dependent RNA helicase DBP9 (EC 3.6.4.13)	DBP9 PICST_84074	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DBP9		PICST_84074
A3LS24	MED21_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21)	SRB7 MED21 PICST_30897	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SRB7		PICST_30897
A3GG51	MAK5_PICST	reviewed	ATP-dependent RNA helicase MAK5 (EC 3.6.4.13)	MAK5 PICST_28472	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MAK5		PICST_28472
A3LVX0	NSA1_PICST	reviewed	Ribosome biogenesis protein NSA1	NSA1 PICST_36366	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NSA1		PICST_36366
A3LWH1	MDM12_PICST	reviewed	Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)	MDM12 PICST_21178	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDM12		PICST_21178
A3LXZ3	MKAR_PICST	reviewed	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)	PICST_79198	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_79198
A3LXG0	NOP9_PICST	reviewed	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	NOP9 PICST_32802	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NOP9		PICST_32802
A3GGJ5	LIPA_PICST	reviewed	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	PICST_86231	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_86231
A3GG12	CLU_PICST	reviewed	Clustered mitochondria protein homolog (Protein TIF31 homolog)	CLU1 TIF31 PICST_80259	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CLU1		PICST_80259
A3LT10	MDM10_PICST	reviewed	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	MDM10 PICST_45177	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDM10		PICST_45177
A3LU10	MSH3_PICST	reviewed	DNA mismatch repair protein MSH3 (MutS protein homolog 3)	MSH3 PICST_59113	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MSH3		PICST_59113
A3GH78	MPH1_PICST	reviewed	ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1)	MPH1 PICST_53391	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MPH1		PICST_53391
A3LNJ3	CLP1_PICST	reviewed	mRNA cleavage and polyadenylation factor CLP1	CLP1 PICST_55332	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CLP1		PICST_55332
A3LXD5	H31_PICST	reviewed	Histone H3.1/H3.2	HHT1 PICST_73330; HHT2 PICST_90527	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HHT1; HHT2	; 	PICST_73330; PICST_90527
A3GFQ7	MDM34_PICST	reviewed	Mitochondrial distribution and morphology protein 34	MDM34 PICST_28329	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDM34		PICST_28329
A3LZM4	MGMT_PICST	reviewed	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (DNA repair MTase) (O-6-methylguanine-DNA-alkyltransferase)	MGT1 PICST_49425	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MGT1		PICST_49425
A3LRB2	IML1_PICST	reviewed	Vacuolar membrane-associated protein IML1	IML1 PICST_82645	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IML1		PICST_82645
A3LV51	KAD2_PICST	reviewed	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	ADK1 PICST_65737	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ADK1		PICST_65737
A3GHP2	GAR1_PICST	reviewed	H/ACA ribonucleoprotein complex subunit GAR1 (snoRNP protein GAR1)	GAR1 PICST_75322	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GAR1		PICST_75322
A3LU17	IRC22_PICST	reviewed	Increased recombination centers protein 22	IRC22 PICST_83260	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IRC22		PICST_83260
A3LRX6	LKA41_PICST	reviewed	Leucine aminopeptidase 2-1 (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog 1) (LTA-4 hydrolase 1)	LKA4 PICST_76777	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LKA4		PICST_76777
A3LV29	MED19_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	ROX3 MED19 PICST_67785	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ROX3		PICST_67785
A3GGU2	EIF3G_PICST	reviewed	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit homolog) (eIF3 p33 homolog)	TIF35 PICST_80765	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TIF35		PICST_80765
A3LX18	EIF3I_PICST	reviewed	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit homolog) (eIF-3 39 kDa subunit homolog)	TIF34 PICST_90188	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TIF34		PICST_90188
A3LVM9	MTNB_PICST	reviewed	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	MDE1 PICST_89976	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDE1		PICST_89976
A3LP72	3HAO_PICST	reviewed	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	BNA1 PICST_76205	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	BNA1		PICST_76205
A3LNM0	IPI3_PICST	reviewed	Pre-rRNA-processing protein IPI3	IPI3 PICST_41524	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IPI3		PICST_41524
A3LPQ8	MED10_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	NUT2 MED10 PICST_30038	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NUT2		PICST_30038
A3GG92	ATG11_PICST	reviewed	Autophagy-related protein 11	ATG11 PICST_86449	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATG11		PICST_86449
A3LZZ0	H2A1_PICST	reviewed	Histone H2A.1	HTA2 PICST_37161	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HTA2		PICST_37161
A3LT90	MRH4_PICST	reviewed	ATP-dependent RNA helicase MRH4, mitochondrial (EC 3.6.4.13)	MRH4 PICST_31323	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MRH4		PICST_31323
A3LP48	AIM11_PICST	reviewed	Altered inheritance of mitochondria protein 11	AIM11 PICST_29820	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AIM11		PICST_29820
A3LXE7	H2A2_PICST	reviewed	Histone H2A.2	HTA2 PICST_73490	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HTA2		PICST_73490
A3LQI7	LKA42_PICST	reviewed	Leucine aminopeptidase 2-2 (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog 2) (LTA-4 hydrolase 2)	LTA4 PICST_82220	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LTA4		PICST_82220
A3LZW1	MED7_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	MED7 PICST_66143	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MED7		PICST_66143
A3LQS0	MIC60_PICST	reviewed	MICOS complex subunit MIC60 (Mitofilin)	MIC60 PICST_76840	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MIC60		PICST_76840
A3LWX1	GMT_PICST	reviewed	GDP-mannose transporter (GMT)	VRG4 PICST_48772	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	VRG4		PICST_48772
A3M072	LONM_PICST	reviewed	Lon protease homolog, mitochondrial (EC 3.4.21.53) (Fragment)	PIM1 PICST_64463	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PIM1		PICST_64463
A3LXQ8	HSE1_PICST	reviewed	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 PICST_32905	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HSE1		PICST_32905
A3LWY2	GSM1_PICST	reviewed	Glucose starvation modulator protein 1	GSM1 HBR1 PICST_68007	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GSM1		PICST_68007
A3LNF8	KMO_PICST	reviewed	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)	BNA4 PICST_40545	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	BNA4		PICST_40545
A3LWI0	MED11_PICST	reviewed	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 PICST_32479	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MED11		PICST_32479
A3LUF7	LONP2_PICST	reviewed	Lon protease homolog 2, peroxisomal (EC 3.4.21.53)	PICST_45980	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_45980
A3GFJ4	AIM9_PICST	reviewed	Altered inheritance of mitochondria protein 9, mitochondrial (Found in mitochondrial proteome protein 29)	AIM9 FMP29 PICST_28269	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AIM9		PICST_28269
O94114	LEU3_PICST	reviewed	3-isopropylmalate dehydrogenase (3-IPM-DH) (IMDH) (EC 1.1.1.85) (Beta-IPM dehydrogenase)	LEU2 PICST_68561	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LEU2		PICST_68561
A3LX72	LOT5_PICST	reviewed	Protein LOT5	LOT5 PICST_62387	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LOT5		PICST_62387
A3GFF4	FYV4_PICST	reviewed	Protein FYV4, mitochondrial	FYV4 PICST_28227	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FYV4		PICST_28227
A3LZZ1	HSB1_PICST	reviewed	Histone H2B.1	HTB1 PICST_85793	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HTB1		PICST_85793
A3LSJ2	DBP6_PICST	reviewed	ATP-dependent RNA helicase DBP6 (EC 3.6.4.13)	DBP6 PICST_35694	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DBP6		PICST_35694
A3GI61	LCL3_PICST	reviewed	Probable endonuclease LCL3 (EC 3.1.-.-)	LCL3 PICST_29232	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	LCL3		PICST_29232
A3LN91	HOG1_PICST	reviewed	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24)	HOG1 PICST_54431	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HOG1		PICST_54431
A3GGT0	IML2_PICST	reviewed	Inclusion body clearance protein IML2	IML2 PICST_68670	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IML2		PICST_68670
A3LQY1	ATG13_PICST	reviewed	Autophagy-related protein 13	ATG13 PICST_83006	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATG13		PICST_83006
A3LNR6	HAS1_PICST	reviewed	ATP-dependent RNA helicase HAS1 (EC 3.6.4.13)	HAS1 PICST_81459	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HAS1		PICST_81459
A3LPY4	IRS4_PICST	reviewed	Increased rDNA silencing protein 4	IRS4 PICST_35192	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IRS4		PICST_35192
A3LPR4	JIP5_PICST	reviewed	WD repeat-containing protein JIP5	JIP5 PICST_54913	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	JIP5		PICST_54913
A3LVK6	ITPA_PICST	reviewed	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	HAM1 PICST_72696	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HAM1		PICST_72696
A3LZY1	AIM24_PICST	reviewed	Altered inheritance of mitochondria protein 24, mitochondrial	AIM24 PICST_85561	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AIM24		PICST_85561
P50167	ARDH_PICST	reviewed	D-arabinitol 2-dehydrogenase [ribulose-forming] (ARDH) (EC 1.1.1.250)	ARDH ARD2 PICST_65696	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ARDH		PICST_65696
A3LXF0	ERB1_PICST	reviewed	Ribosome biogenesis protein ERB1 (Eukaryotic ribosome biogenesis protein 1)	ERB1 PICST_32792	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ERB1		PICST_32792
A3LUM8	ETT1_PICST	reviewed	Enhancer of translation termination 1	ETT1 PICST_58954	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ETT1		PICST_58954
A3M0B1	IPI1_PICST	reviewed	Pre-rRNA-processing protein IPI1	IPI1 PICST_91441	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IPI1		PICST_91441
A3LWX3	DHH1_PICST	reviewed	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13)	DHH1 PICST_90571	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DHH1		PICST_90571
A3M0E6	EXO5_PICST	reviewed	Exonuclease V, mitochondrial (Exo V) (EC 3.1.-.-) (Defects in morphology protein 1)	EXO5 DEM1 PICST_64329	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	EXO5		PICST_64329
A3LYB6	ATP23_PICST	reviewed	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)	ATP23 PICST_33116	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATP23		PICST_33116
Q9P414	AOX_PICST	reviewed	Alternative oxidase, mitochondrial (EC 1.-.-.-) (SHAM-sensitive terminal oxidase)	STO1 AOX1 PICST_67332	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	STO1		PICST_67332
A3LT28	ATG2_PICST	reviewed	Autophagy-related protein 2	ATG2 PICST_45331	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATG2		PICST_45331
